,Player,Nation,Pos,Squad,Age,Match_Play,90s_played,Goals,Assist,Goals_Ass,Goal-Pen,Pen_Kick,xG,NoPen_XG,xAG,Prog_Car,Prog_Pas,Prog_Pas_Rec,Goals90,Asst90,Goal+Pas90,Goal-Pen90,xG90,xA90,NoPen_xG90
454,Mohammed Salisu,gh GHA,DF,Southampton,23,22,21.9,0,1,1,0,0,1.5,1.5,0.6,5,82,4,0.00,0.05,0.05,0.00,0.07,0.03,0.07
455,Albert Sambi Lokonga,be BEL,MF,Arsenal,22,6,2.2,0,0,0,0,0,0.0,0.0,0.0,0,12,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00
456,Albert Sambi Lokonga,be BEL,MF,Crystal Palace,22,9,6.0,0,0,0,0,0,0.2,0.2,0.0,2,20,2,0.00,0.00,0.00,0.00,0.03,0.01,0.03
457,Davinson Sánchez,co COL,DF,Tottenham,26,18,9.5,0,0,0,0,0,0.6,0.6,0.4,5,35,4,0.00,0.00,0.00,0.00,0.07,0.04,0.07
458,Robert Sánchez,es ESP,GK,Brighton,24,23,23.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
459,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,22,26,18.7,6,3,9,6,0,4.2,4.2,5.0,88,76,173,0.32,0.16,0.48,0.32,0.22,0.27,0.22
460,Morgan Sanson,fr FRA,MF,Aston Villa,27,2,0.1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
461,Pablo Sarabia,es ESP,"FW,MF",Wolves,30,13,8.5,1,0,1,1,0,3.1,3.1,0.8,17,41,54,0.12,0.00,0.12,0.12,0.36,0.09,0.36
462,Jeremy Sarmiento,ec ECU,MF,Brighton,20,9,2.0,0,1,1,0,0,0.3,0.3,0.2,5,11,20,0.00,0.51,0.51,0.00,0.17,0.11,0.17
463,Gianluca Scamacca,it ITA,FW,West Ham,23,16,10.3,3,0,3,3,0,2.5,2.5,0.7,13,17,48,0.29,0.00,0.29,0.29,0.24,0.07,0.24
464,Gustavo Scarpa,br BRA,"MF,FW",Nott'ham Forest,28,6,2.0,0,0,0,0,0,0.3,0.3,0.0,9,12,4,0.00,0.00,0.00,0.00,0.13,0.02,0.13
465,Kevin Schade,de GER,FW,Brentford,20,18,8.1,0,1,1,0,0,2.1,2.1,1.1,24,15,57,0.00,0.12,0.12,0.00,0.25,0.14,0.25
466,Fabian Schär,ch SUI,DF,Newcastle Utd,30,36,35.6,1,3,4,1,0,4.9,4.9,3.3,27,139,32,0.03,0.08,0.11,0.03,0.14,0.09,0.14
467,Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,29,34,28.1,3,1,4,3,0,3.2,3.2,1.4,32,98,67,0.11,0.04,0.14,0.11,0.11,0.05,0.11
468,Nélson Semedo,pt POR,DF,Wolves,28,36,29.2,0,1,1,0,0,0.4,0.4,0.7,50,110,147,0.00,0.03,0.03,0.00,0.01,0.03,0.01
469,Antoine Semenyo,gh GHA,"FW,MF",Bournemouth,22,11,2.9,1,0,1,1,0,0.3,0.3,0.1,5,5,11,0.35,0.00,0.35,0.35,0.09,0.03,0.09
470,Marcos Senesi,ar ARG,DF,Bournemouth,25,31,27.7,2,0,2,2,0,1.6,1.6,0.5,9,66,3,0.07,0.00,0.07,0.07,0.06,0.02,0.06
471,Ryan Sessegnon,eng ENG,DF,Tottenham,22,17,9.0,2,0,2,2,0,1.6,1.6,1.1,24,22,64,0.22,0.00,0.22,0.22,0.18,0.12,0.18
472,Luke Shaw,eng ENG,DF,Manchester Utd,27,31,28.4,1,2,3,1,0,1.1,1.1,3.6,53,140,76,0.04,0.07,0.11,0.04,0.04,0.13,0.04
473,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,30,3,0.4,0,0,0,0,0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
474,Jonjo Shelvey,eng ENG,MF,Nott'ham Forest,30,8,6.0,0,0,0,0,0,0.2,0.2,0.3,1,34,0,0.00,0.00,0.00,0.00,0.03,0.05,0.03
475,Bernardo Silva,pt POR,"MF,FW",Manchester City,27,34,24.5,4,5,9,4,0,2.2,2.2,3.3,90,130,188,0.16,0.20,0.37,0.16,0.09,0.13,0.09
476,Thiago Silva,br BRA,DF,Chelsea,37,27,26.1,0,2,2,0,0,1.5,1.5,0.5,8,104,2,0.00,0.08,0.08,0.00,0.06,0.02,0.06
477,Ellis Simms,eng ENG,FW,Everton,21,11,2.5,1,0,1,1,0,0.9,0.9,0.1,2,4,19,0.39,0.00,0.39,0.39,0.34,0.03,0.34
478,Luis Sinisterra,co COL,FW,Leeds United,23,19,9.6,5,0,5,5,0,3.7,3.7,0.4,30,39,84,0.52,0.00,0.52,0.52,0.39,0.04,0.39
479,Oliver Skipp,eng ENG,MF,Tottenham,21,23,16.6,1,0,1,1,0,0.3,0.3,0.6,14,56,25,0.06,0.00,0.06,0.06,0.02,0.04,0.02
480,Adam Smith,eng ENG,DF,Bournemouth,31,37,32.7,0,1,1,0,0,0.5,0.5,1.3,28,83,54,0.00,0.03,0.03,0.00,0.02,0.04,0.02
481,Emile Smith Rowe,eng ENG,"MF,FW",Arsenal,22,12,1.9,0,2,2,0,0,0.3,0.3,0.7,2,7,11,0.00,1.05,1.05,0.00,0.14,0.36,0.14
482,Cédric Soares,pt POR,DF,Arsenal,30,2,0.3,0,0,0,0,0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
483,Cédric Soares,pt POR,DF,Fulham,30,6,2.2,0,0,0,0,0,0.1,0.1,0.3,4,12,12,0.00,0.00,0.00,0.00,0.03,0.13,0.03
484,Dominic Solanke,eng ENG,"FW,MF",Bournemouth,24,33,31.8,6,7,13,6,0,9.1,9.1,3.9,70,47,167,0.19,0.22,0.41,0.19,0.29,0.12,0.29
485,Manor Solomon,il ISR,FW,Fulham,23,19,6.4,4,0,4,4,0,1.2,1.2,0.4,16,24,51,0.63,0.00,0.63,0.63,0.19,0.06,0.19
486,Tomáš Souček,cz CZE,MF,West Ham,27,36,31.3,2,3,5,2,0,4.0,4.0,1.9,11,88,52,0.06,0.10,0.16,0.06,0.13,0.06,0.13
487,Boubakary Soumaré,fr FRA,MF,Leicester City,23,26,18.1,0,0,0,0,0,0.0,0.0,0.4,17,73,20,0.00,0.00,0.00,0.00,0.00,0.02,0.00
488,Harry Souttar,au AUS,DF,Leicester City,23,12,11.0,0,1,1,0,0,1.4,1.4,0.2,6,29,4,0.00,0.09,0.09,0.00,0.13,0.02,0.13
489,Çağlar Söyüncü,tr TUR,DF,Leicester City,26,7,5.9,1,0,1,1,0,0.4,0.4,0.1,5,12,0,0.17,0.00,0.17,0.17,0.07,0.01,0.07
490,Djed Spence,eng ENG,"FW,DF",Tottenham,21,4,0.1,0,0,0,0,0,0.1,0.1,0.0,2,0,2,0.00,0.00,0.00,0.00,0.83,0.00,0.83
491,Jack Stacey,eng ENG,DF,Bournemouth,26,10,3.3,0,0,0,0,0,0.1,0.1,0.0,9,2,15,0.00,0.00,0.00,0.00,0.03,0.00,0.03
492,Junior Stanislas,eng ENG,MF,Bournemouth,32,4,0.7,0,0,0,0,0,0.0,0.0,0.1,0,4,5,0.00,0.00,0.00,0.00,0.05,0.19,0.05
493,Jay Stansfield,eng ENG,FW,Fulham,19,3,1.0,0,0,0,0,0,0.3,0.3,0.1,2,0,4,0.00,0.00,0.00,0.00,0.26,0.09,0.26
494,Jason Steele,eng ENG,GK,Brighton,31,15,15.0,0,1,1,0,0,0.0,0.0,0.1,0,0,0,0.00,0.07,0.07,0.00,0.00,0.01,0.00
495,Jack Stephens,eng ENG,DF,Southampton,28,2,0.5,0,0,0,0,0,0.0,0.0,0.0,3,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
496,Jack Stephens,eng ENG,DF,Bournemouth,28,15,13.0,0,0,0,0,0,0.4,0.4,0.2,7,34,3,0.00,0.00,0.00,0.00,0.03,0.02,0.03
497,Raheem Sterling,eng ENG,"FW,MF",Chelsea,27,28,21.0,6,3,9,6,0,6.2,6.2,4.6,81,59,186,0.29,0.14,0.43,0.29,0.29,0.22,0.29
498,John Stones,eng ENG,"DF,MF",Manchester City,28,23,20.5,2,2,4,2,0,1.0,1.0,1.4,28,101,34,0.10,0.10,0.20,0.10,0.05,0.07,0.05
499,Pascal Struijk,nl NED,DF,Leeds United,22,29,24.4,2,1,3,2,0,1.4,1.4,2.4,24,119,53,0.08,0.04,0.12,0.08,0.06,0.10,0.06
500,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,20,18,10.7,2,1,3,2,0,1.7,1.7,1.3,32,36,80,0.19,0.09,0.28,0.19,0.16,0.12,0.16
501,Crysencio Summerville,nl NED,FW,Leeds United,20,28,15.8,4,2,6,4,0,2.9,2.9,1.6,51,45,92,0.25,0.13,0.38,0.25,0.18,0.10,0.18
502,Sam Surridge,eng ENG,FW,Nott'ham Forest,24,20,3.6,1,0,1,1,0,1.8,1.8,0.1,2,6,17,0.28,0.00,0.28,0.28,0.50,0.02,0.50
503,Japhet Tanganga,eng ENG,DF,Tottenham,23,4,1.6,0,0,0,0,0,0.0,0.0,0.0,1,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
504,Matt Targett,eng ENG,DF,Newcastle Utd,26,17,6.8,0,0,0,0,0,0.0,0.0,0.4,3,43,13,0.00,0.00,0.00,0.00,0.00,0.06,0.00
505,James Tarkowski,eng ENG,DF,Everton,29,38,38.0,1,1,2,1,0,3.1,3.1,2.9,13,106,11,0.03,0.03,0.05,0.03,0.08,0.08,0.08
506,Marcus Tavernier,eng ENG,"MF,FW",Bournemouth,23,23,19.4,5,4,9,5,0,3.1,3.1,2.9,67,56,137,0.26,0.21,0.46,0.26,0.16,0.15,0.16
507,Tetê,br BRA,FW,Leicester City,22,13,8.2,1,0,1,1,0,1.8,1.8,0.4,22,26,55,0.12,0.00,0.12,0.12,0.22,0.05,0.22
508,Kenny Tete,nl NED,DF,Fulham,26,31,28.5,1,5,6,1,0,0.7,0.7,1.9,75,103,69,0.04,0.18,0.21,0.04,0.02,0.07,0.02
509,Luke Thomas,eng ENG,DF,Leicester City,21,17,11.9,0,0,0,0,0,0.1,0.1,0.7,10,48,13,0.00,0.00,0.00,0.00,0.01,0.06,0.01
510,Youri Tielemans,be BEL,MF,Leicester City,25,31,26.0,3,2,5,2,1,2.5,0.9,4.7,35,181,56,0.12,0.08,0.19,0.08,0.10,0.18,0.04
511,Kieran Tierney,sct SCO,DF,Arsenal,25,27,8.8,0,1,1,0,0,0.3,0.3,0.3,25,36,31,0.00,0.11,0.11,0.00,0.04,0.04,0.04
512,Harry Toffolo,eng ENG,DF,Nott'ham Forest,26,19,10.4,0,0,0,0,0,0.3,0.3,0.8,8,29,43,0.00,0.00,0.00,0.00,0.03,0.07,0.03
513,Takehiro Tomiyasu,jp JPN,DF,Arsenal,23,21,7.4,0,1,1,0,0,0.2,0.2,0.6,14,51,28,0.00,0.14,0.14,0.00,0.03,0.08,0.03
514,James Tomkins,eng ENG,DF,Crystal Palace,33,6,3.8,1,0,1,1,0,1.0,1.0,0.0,1,2,1,0.27,0.00,0.27,0.27,0.27,0.00,0.27
515,Ivan Toney,eng ENG,FW,Brentford,26,33,32.8,20,4,24,14,6,18.7,13.2,5.1,14,79,165,0.61,0.12,0.73,0.43,0.57,0.15,0.40
516,Adama Traoré,es ESP,"FW,MF",Wolves,26,34,16.6,2,1,3,2,0,1.4,1.4,3.7,85,36,156,0.12,0.06,0.18,0.12,0.08,0.23,0.08
517,Bertrand Traoré,bf BFA,"FW,MF",Aston Villa,26,8,2.6,2,0,2,2,0,0.7,0.7,0.1,9,9,28,0.77,0.00,0.77,0.77,0.28,0.03,0.28
518,Boubacar Traoré,ml MLI,MF,Wolves,20,10,4.6,0,1,1,0,0,0.1,0.1,0.2,4,8,2,0.00,0.22,0.22,0.00,0.01,0.04,0.01
519,Mark Travers,ie IRL,GK,Bournemouth,23,12,11.5,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
520,Kieran Trippier,eng ENG,DF,Newcastle Utd,31,38,37.1,1,7,8,1,0,0.9,0.9,12.4,45,260,151,0.03,0.19,0.22,0.03,0.02,0.33,0.02
521,Leandro Trossard,be BEL,FW,Arsenal,27,20,10.3,1,10,11,1,0,1.8,1.8,4.7,36,57,102,0.10,0.97,1.06,0.10,0.18,0.46,0.18
522,Leandro Trossard,be BEL,"FW,MF",Brighton,27,16,14.6,7,2,9,7,0,4.4,4.4,2.1,40,67,118,0.48,0.14,0.62,0.48,0.30,0.14,0.30
523,Kostas Tsimikas,gr GRE,DF,Liverpool,26,20,8.6,0,4,4,0,0,0.6,0.6,1.6,23,26,77,0.00,0.47,0.47,0.00,0.07,0.19,0.07
524,Deniz Undav,de GER,"FW,MF",Brighton,26,22,7.0,5,0,5,5,0,4.5,4.5,1.1,12,10,40,0.72,0.00,0.72,0.72,0.65,0.15,0.65
525,Yan Valery,tn TUN,DF,Southampton,23,1,0.5,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
526,Virgil van Dijk,nl NED,DF,Liverpool,31,32,31.5,3,1,4,3,0,2.6,2.6,1.2,10,127,8,0.10,0.03,0.13,0.10,0.08,0.04,0.08
527,Raphaël Varane,fr FRA,DF,Manchester Utd,29,24,21.2,0,0,0,0,0,0.7,0.7,0.2,17,63,4,0.00,0.00,0.00,0.00,0.03,0.01,0.03
528,Jamie Vardy,eng ENG,FW,Leicester City,35,37,20.6,3,4,7,3,0,6.7,5.9,1.4,16,14,101,0.15,0.19,0.34,0.15,0.33,0.07,0.29
529,Joël Veltman,nl NED,DF,Brighton,30,31,24.3,1,1,2,1,0,1.8,1.8,0.7,43,153,49,0.04,0.04,0.08,0.04,0.07,0.03,0.07
530,Fabio Vieira,pt POR,"MF,FW",Arsenal,22,22,5.7,1,2,3,1,0,0.8,0.8,2.5,8,35,40,0.18,0.35,0.53,0.18,0.15,0.44,0.15
531,Matías Viña,uy URU,DF,Bournemouth,24,12,5.1,2,0,2,2,0,0.9,0.9,0.2,10,17,19,0.39,0.00,0.39,0.39,0.17,0.03,0.17
532,Rúben Vinagre,pt POR,"DF,MF",Everton,23,2,0.3,0,0,0,0,0,0.0,0.0,0.0,2,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
533,Carlos Vinícius,br BRA,FW,Fulham,27,28,12.3,5,2,7,5,0,3.3,3.3,0.8,9,15,46,0.41,0.16,0.57,0.41,0.27,0.06,0.27
534,Theo Walcott,eng ENG,"FW,MF",Southampton,33,20,12.5,2,2,4,2,0,2.2,2.2,2.0,21,14,62,0.16,0.16,0.32,0.16,0.18,0.16,0.18
535,Kyle Walker,eng ENG,DF,Manchester City,32,27,21.8,0,0,0,0,0,0.4,0.4,0.2,50,162,75,0.00,0.00,0.00,0.00,0.02,0.01,0.02
536,Kyle Walker-Peters,eng ENG,DF,Southampton,25,31,29.4,1,0,1,1,0,1.0,1.0,1.4,102,97,114,0.03,0.00,0.03,0.03,0.03,0.05,0.03
537,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,24,19,15.9,0,0,0,0,0,1.2,1.2,1.0,41,55,64,0.00,0.00,0.00,0.00,0.07,0.06,0.07
538,Danny Ward,wls WAL,GK,Leicester City,29,26,26.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
539,Joel Ward,eng ENG,DF,Crystal Palace,32,28,25.1,1,0,1,1,0,1.1,1.1,0.4,22,101,46,0.04,0.00,0.04,0.04,0.04,0.02,0.04
540,James Ward-Prowse,eng ENG,MF,Southampton,27,38,37.5,9,4,13,7,2,5.7,2.5,6.2,19,189,58,0.24,0.11,0.35,0.19,0.15,0.17,0.07
541,Ollie Watkins,eng ENG,FW,Aston Villa,26,37,34.7,15,6,21,14,1,16.5,14.9,3.8,50,39,196,0.43,0.17,0.60,0.40,0.47,0.11,0.43
542,Adam Webster,eng ENG,DF,Brighton,27,27,22.1,0,0,0,0,0,1.8,1.8,0.2,19,119,9,0.00,0.00,0.00,0.00,0.08,0.01,0.08
543,Wout Weghorst,nl NED,"FW,MF",Manchester Utd,29,17,8.9,0,1,1,0,0,2.0,2.0,1.2,3,17,41,0.00,0.11,0.11,0.00,0.23,0.13,0.23
544,Danny Welbeck,eng ENG,FW,Brighton,31,31,20.6,6,3,9,6,0,9.4,9.4,4.3,31,49,134,0.29,0.15,0.44,0.29,0.46,0.21,0.46
545,Ben White,eng ENG,DF,Arsenal,24,38,33.9,2,5,7,2,0,1.3,1.3,3.2,64,249,124,0.06,0.15,0.21,0.06,0.04,0.09,0.04
546,Harvey White,eng ENG,MF,Tottenham,20,1,0.1,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
547,Joseph Whitworth,eng ENG,GK,Crystal Palace,18,2,2.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
548,Neco Williams,wls WAL,DF,Nott'ham Forest,21,31,20.9,1,0,1,1,0,1.3,1.3,1.4,51,33,67,0.05,0.00,0.05,0.05,0.06,0.07,0.06
549,Willian,br BRA,FW,Fulham,33,27,23.6,5,5,10,5,0,3.4,3.4,4.4,97,113,152,0.21,0.21,0.42,0.21,0.14,0.19,0.14
550,Joe Willock,eng ENG,MF,Newcastle Utd,22,35,28.4,3,6,9,3,0,7.0,7.0,6.0,97,121,152,0.11,0.21,0.32,0.11,0.25,0.21,0.25
551,Callum Wilson,eng ENG,FW,Newcastle Utd,30,31,20.9,18,5,23,15,3,17.5,15.1,2.7,27,19,118,0.86,0.24,1.10,0.72,0.84,0.13,0.72
552,Harry Wilson,wls WAL,FW,Fulham,25,29,12.2,2,3,5,2,0,2.0,2.0,0.9,18,37,87,0.16,0.25,0.41,0.16,0.16,0.07,0.16
553,Yoane Wissa,cd COD,FW,Brentford,25,38,17.8,7,3,10,7,0,5.6,5.6,2.5,24,27,104,0.39,0.17,0.56,0.39,0.32,0.14,0.32
554,Maximilian Wöber,at AUT,DF,Leeds United,24,16,14.1,0,0,0,0,0,0.7,0.7,0.6,15,54,15,0.00,0.00,0.00,0.00,0.05,0.05,0.05
555,Chris Wood,nz NZL,FW,Newcastle Utd,30,18,5.0,2,0,2,1,1,1.8,1.0,0.3,1,4,23,0.40,0.00,0.40,0.20,0.37,0.06,0.21
556,Chris Wood,nz NZL,FW,Nott'ham Forest,30,7,4.1,1,0,1,1,0,1.0,1.0,0.2,2,7,12,0.24,0.00,0.24,0.24,0.23,0.05,0.23
557,Joe Worrall,eng ENG,DF,Nott'ham Forest,25,30,24.7,1,0,1,1,0,0.8,0.8,0.8,5,67,1,0.04,0.00,0.04,0.04,0.03,0.03,0.03
558,Granit Xhaka,ch SUI,MF,Arsenal,29,37,33.3,7,7,14,7,0,4.7,4.7,5.2,42,196,175,0.21,0.21,0.42,0.21,0.14,0.16,0.14
559,Ryan Yates,eng ENG,MF,Nott'ham Forest,24,26,20.4,0,2,2,0,0,2.3,2.3,1.2,11,43,27,0.00,0.10,0.10,0.00,0.11,0.06,0.11
560,Ashley Young,eng ENG,DF,Aston Villa,37,29,22.6,1,0,1,1,0,0.5,0.5,1.0,29,107,33,0.04,0.00,0.04,0.04,0.02,0.04,0.02
561,Illia Zabarnyi,ua UKR,DF,Bournemouth,19,5,3.3,0,0,0,0,0,0.0,0.0,0.0,1,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
562,Wilfried Zaha,ci CIV,"FW,MF",Crystal Palace,29,27,25.4,7,2,9,7,0,6.5,4.8,2.7,86,75,238,0.28,0.08,0.35,0.28,0.26,0.11,0.19
563,Denis Zakaria,ch SUI,MF,Chelsea,25,7,4.6,0,0,0,0,0,0.2,0.2,0.0,9,6,3,0.00,0.00,0.00,0.00,0.04,0.01,0.04
564,Jordan Zemura,zw ZIM,DF,Bournemouth,22,19,16.2,0,1,1,0,0,0.4,0.4,1.9,39,45,48,0.00,0.06,0.06,0.00,0.02,0.11,0.02
565,Oleksandr Zinchenko,ua UKR,DF,Arsenal,25,27,23.5,1,2,3,1,0,1.4,1.4,1.4,67,227,68,0.04,0.08,0.13,0.04,0.06,0.06,0.06
566,Hakim Ziyech,ma MAR,"FW,MF",Chelsea,29,18,7.3,0,3,3,0,0,0.6,0.6,2.2,20,42,69,0.00,0.41,0.41,0.00,0.08,0.30,0.08
567,Kurt Zouma,fr FRA,DF,West Ham,27,25,22.1,2,0,2,2,0,2.2,2.2,0.1,3,31,1,0.09,0.00,0.09,0.09,0.10,0.00,0.10
568,Martin Ødegaard,no NOR,MF,Arsenal,23,37,34.7,15,7,22,15,0,10.0,10.0,8.1,83,266,193,0.43,0.20,0.63,0.43,0.29,0.23,0.29
